workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
575,750,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
576,751,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
577,765,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
578,777,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
579,516,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
580,517,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
581,519,2,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
582,718,1,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
583,719,1,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
584,722,1,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
585,744,1,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
586,806,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
587,807,3,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
588,810,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
589,811,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
590,813,2,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
591,817,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
592,818,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
593,820,2,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
594,825,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
595,826,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
596,828,2,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
597,894,4,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
598,945,4,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
599,950,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
600,951,3,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
601,994,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
602,996,3,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
603,3,40,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
604,324,8,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
605,327,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
606,328,2,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
607,329,6,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
608,398,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
609,399,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
610,400,2,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
611,401,6,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
612,529,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
613,532,16,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
614,533,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
615,534,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
616,802,1,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
617,804,3,0,2011-06-17 00:00:00,2011-07-17 00:00:00,2011-06-28 00:00:00,,2011-07-17 00:00:00
618,316,8,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
619,331,8,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
620,350,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
621,531,4,0,2011-06-17 00:00:00,2011-06-27 00:00:00,2011-06-28 00:00:00,,2011-06-27 00:00:00
622,749,3,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
623,753,1,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
624,519,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
625,717,3,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
626,721,1,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
627,807,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
628,813,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
629,820,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
630,828,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
631,894,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
632,945,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
633,951,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
634,996,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
635,3,40,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
636,324,8,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
637,327,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
638,329,8,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
639,398,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
640,399,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
641,401,8,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
642,529,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
643,532,16,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
644,533,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
645,534,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
646,804,4,0,2011-06-18 00:00:00,2011-06-29 00:00:00,2011-06-29 00:00:00,,2011-06-29 00:00:00
647,316,8,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
648,331,8,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
649,350,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
650,531,4,0,2011-06-18 00:00:00,2011-06-28 00:00:00,2011-06-29 00:00:00,,2011-06-28 00:00:00
651,749,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
652,752,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
653,753,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
654,773,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
655,516,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
656,519,3,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
657,717,1,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
658,720,1,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
659,721,1,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
660,740,1,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
661,807,4,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
662,810,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
663,813,3,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
664,817,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
665,820,3,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
666,825,1,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
667,828,3,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
668,894,4,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
669,945,4,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
670,951,4,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
671,996,4,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
672,3,40,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
673,324,8,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
674,327,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
675,328,2,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
676,329,6,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
677,398,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
678,399,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
679,401,8,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
680,529,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
681,532,16,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
682,533,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
683,534,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
684,804,4,0,2011-06-19 00:00:00,2011-07-21 00:00:00,2011-06-30 00:00:00,,2011-07-21 00:00:00
685,316,8,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
686,331,8,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
687,350,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
688,531,4,0,2011-06-19 00:00:00,2011-06-29 00:00:00,2011-06-30 00:00:00,,2011-06-29 00:00:00
689,752,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
690,777,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
691,516,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
692,519,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
693,720,1,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
694,744,1,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
695,807,2,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
696,810,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
697,813,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
698,817,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
699,820,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
700,825,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
701,828,1,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
702,894,2,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
703,945,2,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
704,951,2,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
705,996,2,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
706,3,20,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
707,324,4,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
708,327,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
709,328,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
710,329,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
711,398,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
712,399,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
713,401,4,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
714,529,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
715,532,8,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
716,533,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
717,534,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
718,804,2,0,2011-06-20 00:00:00,2011-07-02 00:00:00,2011-07-01 00:00:00,,2011-07-02 00:00:00
719,316,4,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
720,331,4,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
721,350,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
722,531,2,0,2011-06-20 00:00:00,2011-06-30 00:00:00,2011-07-01 00:00:00,,2011-06-30 00:00:00
723,751,4,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
724,752,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
725,753,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
726,764,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
727,774,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
728,516,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
729,517,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
730,519,6,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
731,719,4,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
732,720,1,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
733,721,1,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
734,727,1,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
735,741,1,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
736,806,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
737,807,7,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
738,810,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
739,811,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
740,813,6,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
741,817,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
742,818,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
743,820,6,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
744,825,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
745,826,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
746,828,6,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
747,894,8,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
748,945,8,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
749,950,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
750,951,7,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
751,994,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
752,996,7,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
753,3,80,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
754,324,16,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
755,327,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
756,328,2,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
757,329,14,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
758,398,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
759,399,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
760,400,2,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
761,401,14,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
762,529,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
763,532,32,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
764,533,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
765,534,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
766,802,1,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
767,804,7,0,2011-06-21 00:00:00,2011-07-02 00:00:00,2011-07-02 00:00:00,,2011-07-02 00:00:00
768,316,16,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
769,331,16,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
770,350,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
771,531,8,0,2011-06-21 00:00:00,2011-07-01 00:00:00,2011-07-02 00:00:00,,2011-07-01 00:00:00
772,750,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
773,753,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
774,762,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
775,772,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
776,516,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
777,517,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
778,519,2,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
779,718,1,0,2011-06-22 00:00:00,2011-07-02 00:00:00,2011-07-03 00:00:00,,2011-07-02 00:00:00
780,721,1,0,2011-06-22 00:00:00,2011-07-02 00:00:00,2011-07-03 00:00:00,,2011-07-02 00:00:00
781,725,1,0,2011-06-22 00:00:00,2011-07-02 00:00:00,2011-07-03 00:00:00,,2011-07-02 00:00:00
782,739,1,0,2011-06-22 00:00:00,2011-07-02 00:00:00,2011-07-03 00:00:00,,2011-07-02 00:00:00
783,806,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
784,807,3,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
785,810,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
786,811,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
787,813,2,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
788,817,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
789,818,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
790,820,2,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
791,825,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
792,826,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
793,828,2,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
794,894,4,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
795,945,4,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
796,950,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
797,951,3,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
798,994,1,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
799,996,3,0,2011-06-22 00:00:00,2011-07-06 00:00:00,2011-07-03 00:00:00,,2011-07-06 00:00:00
800,3,40,0,2011-06-22 00:00:00,2011-07-02 00:00:00,2011-07-03 00:00:00,,2011-07-02 00:00:00
801,324,8,0,2011-06-22 00:00:00,2011-07-02 00:00:00,2011-07-03 00:00:00,,2011-07-02 00:00:00
802,327,4,0,2011-06-22 00:00:00,2011-07-02 00:00:00,2011-07-03 00:00:00,,2011-07-02 00:00:00
