CITY_ID,CITY,COUNTRY_ID,LAST_UPDATE
489,Songkhla,94,2006-02-15 09:45:25.000 Z
490,Sorocaba,15,2006-02-15 09:45:25.000 Z
491,Soshanguve,85,2006-02-15 09:45:25.000 Z
492,Sousse,96,2006-02-15 09:45:25.000 Z
493,South Hill,5,2006-02-15 09:45:25.000 Z
494,Southampton,102,2006-02-15 09:45:25.000 Z
495,Southend-on-Sea,102,2006-02-15 09:45:25.000 Z
496,Southport,102,2006-02-15 09:45:25.000 Z
497,Springs,85,2006-02-15 09:45:25.000 Z
498,Stara Zagora,17,2006-02-15 09:45:25.000 Z
499,Sterling Heights,103,2006-02-15 09:45:25.000 Z
500,Stockport,102,2006-02-15 09:45:25.000 Z
501,Sucre,14,2006-02-15 09:45:25.000 Z
502,Suihua,23,2006-02-15 09:45:25.000 Z
503,Sullana,74,2006-02-15 09:45:25.000 Z
504,Sultanbeyli,97,2006-02-15 09:45:25.000 Z
505,Sumqayit,10,2006-02-15 09:45:25.000 Z
506,Sumy,100,2006-02-15 09:45:25.000 Z
507,Sungai Petani,59,2006-02-15 09:45:25.000 Z
508,Sunnyvale,103,2006-02-15 09:45:25.000 Z
509,Surakarta,45,2006-02-15 09:45:25.000 Z
510,Syktyvkar,80,2006-02-15 09:45:25.000 Z
511,Syrakusa,49,2006-02-15 09:45:25.000 Z
512,Szkesfehrvr,43,2006-02-15 09:45:25.000 Z
513,Tabora,93,2006-02-15 09:45:25.000 Z
514,Tabriz,46,2006-02-15 09:45:25.000 Z
515,Tabuk,82,2006-02-15 09:45:25.000 Z
516,Tafuna,3,2006-02-15 09:45:25.000 Z
517,Taguig,75,2006-02-15 09:45:25.000 Z
518,Taizz,107,2006-02-15 09:45:25.000 Z
519,Talavera,75,2006-02-15 09:45:25.000 Z
520,Tallahassee,103,2006-02-15 09:45:25.000 Z
521,Tama,50,2006-02-15 09:45:25.000 Z
522,Tambaram,44,2006-02-15 09:45:25.000 Z
523,Tanauan,75,2006-02-15 09:45:25.000 Z
524,Tandil,6,2006-02-15 09:45:25.000 Z
525,Tangail,12,2006-02-15 09:45:25.000 Z
526,Tanshui,92,2006-02-15 09:45:25.000 Z
527,Tanza,75,2006-02-15 09:45:25.000 Z
528,Tarlac,75,2006-02-15 09:45:25.000 Z
529,Tarsus,97,2006-02-15 09:45:25.000 Z
530,Tartu,30,2006-02-15 09:45:25.000 Z
531,Teboksary,80,2006-02-15 09:45:25.000 Z
532,Tegal,45,2006-02-15 09:45:25.000 Z
533,Tel Aviv-Jaffa,48,2006-02-15 09:45:25.000 Z
534,Tete,63,2006-02-15 09:45:25.000 Z
535,Tianjin,23,2006-02-15 09:45:25.000 Z
536,Tiefa,23,2006-02-15 09:45:25.000 Z
537,Tieli,23,2006-02-15 09:45:25.000 Z
538,Tokat,97,2006-02-15 09:45:25.000 Z
539,Tonghae,86,2006-02-15 09:45:25.000 Z
540,Tongliao,23,2006-02-15 09:45:25.000 Z
541,Torren,60,2006-02-15 09:45:25.000 Z
542,Touliu,92,2006-02-15 09:45:25.000 Z
543,Toulon,34,2006-02-15 09:45:25.000 Z
544,Toulouse,34,2006-02-15 09:45:25.000 Z
545,Trshavn,32,2006-02-15 09:45:25.000 Z
546,Tsaotun,92,2006-02-15 09:45:25.000 Z
547,Tsuyama,50,2006-02-15 09:45:25.000 Z
548,Tuguegarao,75,2006-02-15 09:45:25.000 Z
549,Tychy,76,2006-02-15 09:45:25.000 Z
550,Udaipur,44,2006-02-15 09:45:25.000 Z
551,Udine,49,2006-02-15 09:45:25.000 Z
552,Ueda,50,2006-02-15 09:45:25.000 Z
553,Uijongbu,86,2006-02-15 09:45:25.000 Z
554,Uluberia,44,2006-02-15 09:45:25.000 Z
555,Urawa,50,2006-02-15 09:45:25.000 Z
556,Uruapan,60,2006-02-15 09:45:25.000 Z
557,Usak,97,2006-02-15 09:45:25.000 Z
558,Usolje-Sibirskoje,80,2006-02-15 09:45:25.000 Z
559,Uttarpara-Kotrung,44,2006-02-15 09:45:25.000 Z
560,Vaduz,55,2006-02-15 09:45:25.000 Z
561,Valencia,104,2006-02-15 09:45:25.000 Z
562,Valle de la Pascua,104,2006-02-15 09:45:25.000 Z
563,Valle de Santiago,60,2006-02-15 09:45:25.000 Z
564,Valparai,44,2006-02-15 09:45:25.000 Z
565,Vancouver,20,2006-02-15 09:45:25.000 Z
566,Varanasi (Benares),44,2006-02-15 09:45:25.000 Z
567,Vicente Lpez,6,2006-02-15 09:45:25.000 Z
568,Vijayawada,44,2006-02-15 09:45:25.000 Z
569,Vila Velha,15,2006-02-15 09:45:25.000 Z
570,Vilnius,56,2006-02-15 09:45:25.000 Z
571,Vinh,105,2006-02-15 09:45:25.000 Z
572,Vitria de Santo Anto,15,2006-02-15 09:45:25.000 Z
573,Warren,103,2006-02-15 09:45:25.000 Z
574,Weifang,23,2006-02-15 09:45:25.000 Z
575,Witten,38,2006-02-15 09:45:25.000 Z
576,Woodridge,8,2006-02-15 09:45:25.000 Z
577,Wroclaw,76,2006-02-15 09:45:25.000 Z
578,Xiangfan,23,2006-02-15 09:45:25.000 Z
579,Xiangtan,23,2006-02-15 09:45:25.000 Z
580,Xintai,23,2006-02-15 09:45:25.000 Z
581,Xinxiang,23,2006-02-15 09:45:25.000 Z
582,Yamuna Nagar,44,2006-02-15 09:45:25.000 Z
583,Yangor,65,2006-02-15 09:45:25.000 Z
584,Yantai,23,2006-02-15 09:45:25.000 Z
585,Yaound,19,2006-02-15 09:45:25.000 Z
586,Yerevan,7,2006-02-15 09:45:25.000 Z
587,Yinchuan,23,2006-02-15 09:45:25.000 Z
588,Yingkou,23,2006-02-15 09:45:25.000 Z
589,York,102,2006-02-15 09:45:25.000 Z
590,Yuncheng,23,2006-02-15 09:45:25.000 Z
591,Yuzhou,23,2006-02-15 09:45:25.000 Z
592,Zalantun,23,2006-02-15 09:45:25.000 Z
593,Zanzibar,93,2006-02-15 09:45:25.000 Z
594,Zaoyang,23,2006-02-15 09:45:25.000 Z
595,Zapopan,60,2006-02-15 09:45:25.000 Z
596,Zaria,69,2006-02-15 09:45:25.000 Z
597,Zeleznogorsk,80,2006-02-15 09:45:25.000 Z
598,Zhezqazghan,51,2006-02-15 09:45:25.000 Z
599,Zhoushan,23,2006-02-15 09:45:25.000 Z
600,Ziguinchor,83,2006-02-15 09:45:25.000 Z
